,G_x,G_y,G_z,X,Y,Z,azimuth,beta,dip,formation,index,kappa,n_points,polarity
230,-0.321393804842,-0.383022221558,0.866025403785,783089.3571354998,6347245.438181,305.825785,220.0,0.0,29.999999999885404,Triassic,106.0,9999,2.0,1
231,0.0977072103036,-0.360470817286,0.927638987398,783005.7320000001,6347097.144,324.69992075,165.0,0.0,21.930282796839087,Triassic,107.0,252.828346213,4.0,1
232,0.084671429019,-0.195574454192,0.977026807194,783167.7795,6347292.832999999,301.509991,157.0,0.0,12.305046541017482,Triassic,108.0,589.062021596,2.0,1
233,0.0163998975451,-0.00596907455006,0.999847695157,786282.431,6346628.909,373.323447,110.0,0.0,0.9999999967169997,Triassic,111.0,9999,1.0,1
234,0.0842632388533,0.314474688608,0.945518575599,790400.8000624999,6349919.3575869985,313.36789250000004,15.0,0.0,19.000000000047432,Triassic,117.0,183.038037256,2.0,1
235,-0.106762958598,-0.27812701596,0.954592600885,790513.0843333335,6350462.369,362.59523566666667,201.0,0.0,17.332377775701932,Triassic,122.0,175.567081351,3.0,1
236,-0.496731764891,-0.709406479915,0.500000000001,789577.447,6348625.6460000025,286.877075,215.0,0.0,59.99999999993384,Triassic,124.0,9999,1.0,1
237,-0.368687826494,-0.43938504177,0.81915204429,790881.464,6348333.194,373.178653,220.0,0.0,34.99999999990011,Triassic,128.0,9999,1.0,1
238,1e-12,0.309016994376,0.951056516296,789675.4286344999,6350207.165623,304.46494800000005,0.0,0.0,17.999999999814598,Triassic,131.0,9999,2.0,1
239,-0.144543958452,0.30997551922,0.939692620787,789384.0542025,6350252.1996625,287.1660805,335.0,0.0,19.999999999832475,Triassic,134.0,9999,2.0,1
240,-0.00737570567072,0.0158172518576,0.999847695157,789306.585,6350038.4470000025,266.663084,335.0,0.0,0.9999999967169997,Triassic,135.0,9999,1.0,1
241,0.276051491374,0.0220598507648,0.960889659167,789472.3775,6352341.294749999,207.88133599999998,85.0,0.0,16.07715285747114,Triassic,137.0,183.069576162,3.0,1
242,0.0632134671273,-0.0260574602571,0.99765979489,789668.634448,6352130.826968,77.04758199999998,112.0,0.0,3.920570999162071,Triassic,138.0,9999,1.0,1
243,1e-12,0.342020143327,0.939692620787,789608.2320000002,6352641.549,217.767989,0.0,0.0,19.999999999832475,Triassic,140.0,9999,1.0,1
244,0.0954044976893,0.165245437268,0.981627183449,788025.067,6350409.306499999,267.53767700000003,30.0,0.0,10.999999999699721,Triassic,142.0,9999,2.0,1
245,-0.3784251296441233,0.2534708044466667,0.8902510727581227,788607.1978445,6350642.2710935,340.5913045,304.0,0.0,27.09518646069906,Triassic,148.0,666,2.0,1
246,0.276288630576,-0.276288630574,0.920504853453,784487.4820000002,6347807.886,396.075153,135.0,0.0,22.99999999985336,Triassic,150.0,9999,1.0,1
247,-0.11439899884755407,-0.2722948043340735,0.9553891398772262,783246.5965,6347298.132000001,287.093609,203.0,0.0,17.178522927454576,Triassic,151.0,666,2.0,1
248,-0.0868240888325,-0.150383733179,0.984807753013,786341.26,6346808.32,402.210381,210.0,0.0,9.999999999670067,Triassic,152.0,9999,1.0,1
