Unnamed: 0,G_x,G_y,G_z,X,Y,Z,azimuth,beta,dip,formation,index,kappa,n_points,polarity
167,-0.2852705991867304,0.23937045456524966,0.9280746040706371,791635.3625,6349890.668000001,443.2022645,310.0,0.0,21.863357160360952,Liassic,186.0,666.0,2.0,1
168,-0.15972337977797232,-0.0881400788315698,0.9832190846682474,791859.9973360002,6349200.8383685,261.2203895,241.0,0.0,10.51125693484066,Liassic,187.0,666.0,2.0,1
169,-0.3136898030917204,-0.19432378352094887,0.929428305247038,791707.1734999998,6349286.4295000015,285.6016415,238.0,0.0,21.654127095398078,Liassic,188.0,666.0,2.0,1
170,-0.467078866422755,0.03952100830100897,0.8833320001245883,788684.8234999998,6346200.2775,323.5247280000001,275.0,0.0,27.953049549741092,Liassic,189.0,666.0,2.0,1
171,0.24184476264899998,0.24184476264899998,0.9396926207870001,789328.781,6352755.3565,286.9605175000001,45.0,0.0,19.99999999983248,Liassic,191.0,9999.0,2.0,1
172,0.2264807107291864,-0.11285769012464372,0.967455233820838,789192.2285,6352813.976,308.3663630000001,116.0,0.0,14.657609043377,Liassic,192.0,666.0,2.0,1
173,0.183012701893,0.183012701893,0.9659258262899999,789550.8940000002,6352294.078,238.023731,45.0,0.0,14.999999999778625,Liassic,194.0,9999.0,1.0,1
174,0.2469195662564325,0.0904185489240204,0.9648083819133256,789954.1768695002,6352823.7892545,237.0628885,70.0,0.0,15.245412268556962,Liassic,195.0,666.0,2.0,1
175,0.321393804844,0.116977778442,0.9396926207870001,789856.6623333334,6352800.265999999,229.80743566666663,70.0,0.0,19.99999999983248,Liassic,196.0,9999.0,2.0,1
176,0.05055265177953384,-0.013545542218276608,0.9986295347545404,787468.5005000002,6351725.966499999,571.8781204999998,105.0,0.0,3.0000000000365072,Liassic,197.0,666.0,2.0,1
177,0.18517663691,-0.10311192109999999,0.9772806888860001,787455.4993834998,6347215.6525235,461.20236100000005,119.0,0.0,12.23660370797329,Liassic,202.0,511.120405,4.0,1
178,0.055991331921399996,0.0706735633016,0.995926813677,787902.9137173332,6347122.419457334,418.1224726666666,38.0,0.0,5.173116898537123,Liassic,203.0,136.482982786,3.0,1
179,0.019549522460080248,-0.08467828488444433,0.9962165448538846,791079.3797363333,6348188.764200666,359.608901,167.0,0.0,4.985617406768978,Liassic,204.0,666.0,2.0,1
180,-0.0925820355208452,-0.28774478625862976,0.9532216450961404,791992.284201,6348002.9887769995,235.968277,198.0,0.0,17.59412919246298,Liassic,205.0,666.0,2.0,1
181,-0.202557652742,-0.0868684745886,0.975409793594,792441.7405304998,6348001.042266668,207.38079883333333,247.0,0.0,12.732471303939171,Liassic,206.0,354.014382186,5.0,1
182,-0.219846310392,0.26200263023000003,0.9396926207870001,789443.5333333331,6352676.616,252.9473373333333,320.0,0.0,19.99999999983248,Liassic,207.0,9999.0,2.0,1
183,0.28160011783000005,0.203938862412,0.9376088278360001,789599.7749999998,6352309.7725,239.88076349999997,54.0,0.0,20.34620874654645,Liassic,208.0,245.67995630000001,2.0,1
184,0.604022773556,0.219846310394,0.7660444431199999,789694.796,6352337.234,250.48234300000001,70.0,0.0,39.99999999991086,Liassic,209.0,9999.0,1.0,1
185,0.124796017221,-0.00344725831469,0.9921764311329999,788197.3778882,6348543.058473599,434.6063422,92.0,0.0,7.1717251380560185,Liassic,215.0,137.671391347,5.0,1
186,0.16636567534399999,-0.198266891273,0.9659258262899999,786307.056,6346632.427,379.44163399999996,140.0,0.0,14.999999999778625,Liassic,219.0,9999.0,1.0,1
187,-0.07825953006023155,-0.22229712353338624,0.9718330282633608,784140.9749999999,6347225.137999999,431.43904349999997,199.0,0.0,13.631147313435571,Liassic,222.0,666.0,2.0,1
188,-0.07952952067369999,-0.0333563648534,0.996274263577,783638.61,6346873.761333332,421.96407133333327,247.0,0.0,4.947418231267252,Liassic,223.0,173.066405987,2.0,1
189,0.135118085311,0.149204700562,0.979531041036,788391.7594999998,6348150.591,378.7842925,42.0,0.0,11.612590189400013,Liassic,224.0,235.718485105,2.0,1
190,-0.312356252121,0.09731956320810001,0.9449669170810001,786429.3041999999,6346041.8952,364.70064720000005,287.0,0.0,19.096847091453412,Liassic,231.0,136.77896193200002,5.0,1
191,-0.0868240888325,-0.007596123492899999,0.9961946980930001,787061.7309999998,6347063.774,484.71283099999994,265.0,0.0,4.999999999342611,Liassic,232.0,9999.0,1.0,1
192,0.18443803954422655,0.09601236625555784,0.9781432589836168,787050.6724999999,6346740.001,473.0700470000001,62.0,0.0,12.001196429800695,Liassic,234.0,666.0,2.0,1
193,0.15211803343900002,-0.0639271020025,0.986292770699,788839.6675190001,6348387.8363625,406.9323855,113.0,0.0,9.497510924159089,Liassic,235.0,324.129879932,2.0,1
194,0.492403876507,-0.0868240888325,0.866025403785,787705.6560625002,6349054.859958001,425.851533,100.0,0.0,29.999999999885407,Liassic,237.0,9999.0,2.0,1
195,0.2301792551,-0.119066764583,0.965836744017,787892.7216825716,6349057.431197287,461.46798185714295,117.0,0.0,15.019707840252908,Liassic,238.0,141.842317986,7.0,1
196,0.11261210885600001,-0.0412882436805,0.992780838792,787484.637828,6349182.878416463,434.26329346153847,110.0,0.0,6.888784782553735,Liassic,239.0,177.697791854,12.0,1
197,0.122178812039,-0.104339301668,0.987008433609,787150.70575,6348460.5375000015,379.79289875000006,130.0,0.0,9.245697776701522,Liassic,240.0,143.098552819,4.0,1
198,-0.0390623406501,0.169197586124,0.984807753013,787439.604438,6348599.315887,423.43997699999994,347.0,0.0,9.999999999670068,Liassic,241.0,9999.0,1.0,1
199,-0.28872091890412205,-0.11997642620497108,0.949866247501322,786187.7840000001,6345732.6775,352.400361,247.0,0.0,18.21939906171244,Liassic,243.0,666.0,2.0,1
200,0.169197586124,-0.0390623406501,0.984807753013,787146.6625,6346989.392500001,479.7966165,103.0,0.0,9.999999999670068,Liassic,244.0,9999.0,2.0,1
201,1e-12,0.258819045104,0.9659258262899999,787232.041533,6347109.7121129995,469.93352999999996,0.0,0.0,14.999999999778625,Liassic,245.0,9999.0,1.0,1
202,0.212012149898,-0.148452505549,0.9659258262899999,787750.418891,6348426.901154,352.48889199999996,125.0,0.0,14.999999999778625,Liassic,248.0,9999.0,1.0,1
203,0.035750839989400006,-0.0982246255937,0.994521895369,787511.2059999999,6348763.301,413.086517,160.0,0.0,5.9999999994519015,Liassic,250.0,9999.0,1.0,1
204,-0.062359707951300004,0.204111309442,0.976959487483,788477.4724999998,6348362.345000002,440.141596,343.0,0.0,12.32313217781958,Liassic,255.0,613.8971062740001,2.0,1
205,0.09124077586972047,0.10718406053509316,0.9900437858932809,787877.9792346667,6348721.886074333,428.724753,40.0,0.0,8.091811008813735,Liassic,256.0,666.0,2.0,1
206,-0.073386890999,0.157378695625,0.984807753013,788644.668,6348261.361000001,391.364512,335.0,0.0,9.999999999670068,Liassic,257.0,9999.0,1.0,1
207,0.006128886349658928,0.018392504793900567,0.9998120585987744,788690.4814884998,6348329.965360503,420.806476,18.0,0.0,1.1108506220067782,Liassic,259.0,666.0,2.0,1
208,0.41619774072800003,-0.073386890999,0.906307787038,787108.9325000001,6348419.4055,359.1883870000001,100.0,0.0,24.99999999986444,Triassic,7.0,9999.0,2.0,1
209,-0.0316843923942,-0.24735774038400002,0.968406034446,782071.1875,6347580.196000001,381.1845245,187.0,0.0,14.440751858408866,Triassic,16.0,157.806866768,2.0,1
