Unnamed: 0,G_x,G_y,G_z,X,Y,Z,azimuth,beta,dip,formation,index,kappa,n_points,polarity
0,0.239900206563,-0.0329158276178,0.970239372105,783313.63075,6347438.560750001,255.3093155,98.0,0.0,14.013340459444615,Carboniferous,15.0,100000.0,4.0,1
1,0.0461433335917,0.044435722842300004,0.9979460202339999,781899.8894166667,6348462.578999999,397.289879875,46.0,0.0,3.6729082081926143,Carboniferous,16.0,100000.0,24.0,1
2,0.524550656152,-0.0514443565336,0.84982356246,786449.052,6351593.01925,269.43893975000003,96.0,0.0,31.80751575093777,Carboniferous,20.0,100000.0,4.0,1
3,0.07229577621439999,0.118557729117,0.990311761825,780798.6294000002,6348640.2943,299.9881078,31.0,0.0,7.981991981987928,Carboniferous,46.0,100000.0,10.0,1
4,-0.219846310392,-0.26200263022799997,0.9396926207870001,784213.444715,6351593.650478,471.975305,220.0,0.0,19.99999999983248,Carboniferous,51.0,100000.0,1.0,1
5,0.427843550553,0.257164331177,0.8664966260870001,785134.1456666664,6352966.1570000015,493.38518433333337,59.0,0.0,29.94595774938376,Carboniferous,59.0,100000.0,3.0,1
6,0.06146660566208687,0.5424140557772911,0.8378596830517694,787378.8495,6350790.181499999,285.64189500000003,6.0,0.0,33.08520719212673,Carboniferous,61.0,100000.0,2.0,1
7,0.0372745535324,0.00710682144969,0.999279791024,785990.322714,6350189.0099260025,695.306224,79.0,0.0,2.174667998490179,Carboniferous,63.0,100000.0,1.0,1
8,0.316693267711,-0.131853890172,0.9393188627050001,786595.5775,6345893.498,359.0839065,113.0,0.0,20.062518869878012,Carboniferous,69.0,100000.0,4.0,1
9,0.515293778452,-0.19288078202700001,0.835026541981,786255.754491,6347700.0675125,354.5144165000001,111.0,0.0,33.381397972948086,Carboniferous,71.0,100000.0,2.0,1
10,0.0754790873062,0.0435778713748,0.9961946980930001,781790.6359999998,6350360.167666667,479.4419156666667,60.0,0.0,4.999999999342611,Carboniferous,73.0,100000.0,2.0,1
11,0.347730222842,0.106931891094,0.931476925527,779716.0451999998,6348530.4092,231.492889,73.0,0.0,21.333776426569386,Carboniferous,78.0,100000.0,5.0,1
